Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2007-11-22,48.35,48.35,48.35,48.35,48.3499993897,245769.0,411.0,11882931.0,245769.0,100.0,0.0,0.0
2007-11-21,46.05,46.05,46.05,46.05,46.0499992263,193863.0,544.0,8927391.0,193863.0,100.0,0.0,0.0
2007-11-20,43.75,43.9,43.75,43.9,43.8963919758,207870.0,340.0,9124743.0,207870.0,100.0,0.15,0.15
2007-11-19,41.85,41.85,41.85,41.85,41.84999431,61511.0,163.0,2574235.0,61511.0,100.0,0.0,0.0
2007-11-16,39.9,39.9,39.9,39.9,39.8999958349,120045.0,261.0,4789795.0,120045.0,100.0,0.0,0.0
2007-11-15,38.0,38.0,37.05,38.0,37.8977044094,165012.0,485.0,6253576.0,165012.0,100.0,0.95,0.0
2007-11-14,36.25,36.25,34.15,36.2,35.8144282658,831479.0,2315.0,29778945.0,831479.0,100.0,2.1,-0.05
2007-11-13,35.8,35.85,33.1,34.55,35.6898126384,989157.0,1938.0,35302828.0,989157.0,100.0,2.75,-1.25
2007-11-12,34.15,34.15,32.0,34.15,33.9970757633,348467.0,715.0,11846859.0,348467.0,100.0,2.15,0.0
2007-11-09,32.5,32.55,31.5,32.55,32.4609832961,276702.0,605.0,8982019.0,276702.0,100.0,1.05,0.05
2007-11-08,28.15,31.05,28.15,31.0,30.4888013539,725043.0,1686.0,22105692.0,725043.0,100.0,2.9,2.85
2007-11-07,29.65,29.65,26.85,29.6,29.2657770123,1038156.0,1998.0,30382442.0,1038156.0,100.0,2.8,-0.05
2007-11-06,28.25,28.25,28.25,28.25,28.2499942445,43437.0,82.0,1227095.0,43437.0,100.0,0.0,0.0
2007-11-05,26.95,26.95,26.95,26.95,26.9499941308,34076.0,87.0,918348.0,34076.0,100.0,0.0,0.0
2007-11-02,24.0,25.7,24.0,25.7,25.6608397245,86838.0,166.0,2228336.0,86838.0,100.0,1.7,1.7
2007-11-01,24.5,24.5,24.5,24.5,24.4999940744,84379.0,150.0,2067285.0,84379.0,100.0,0.0,0.0
2007-10-31,23.35,23.35,23.35,23.35,23.3499967129,152110.0,198.0,3551768.0,152110.0,100.0,0.0,0.0
2007-10-30,22.25,22.25,21.0,22.25,22.1412328847,206248.0,441.0,4566585.0,206248.0,100.0,1.25,0.0
2007-10-29,21.2,21.2,20.6,21.2,21.1977938887,134898.0,269.0,2859540.0,134898.0,100.0,0.6,0.0
2007-10-26,19.5,20.2,19.0,20.2,20.1000186781,187385.0,287.0,3766442.0,187385.0,100.0,1.2,0.7
2007-10-25,20.8,20.8,19.0,19.25,19.7173888907,126092.0,285.0,2486205.0,126092.0,100.0,1.8,-1.55
2007-10-24,21.7,21.7,19.75,19.85,20.4607520424,243949.0,373.0,4991380.0,243949.0,100.0,1.95,-1.85
2007-10-23,22.0,22.45,20.35,20.75,21.3718765406,257607.0,492.0,5505545.0,257607.0,100.0,2.1,-1.25
2007-10-22,21.0,22.95,20.95,21.4,22.0701322915,163049.0,440.0,3598513.0,163049.0,100.0,2.0,0.4
2007-10-19,22.3,22.3,20.2,22.05,21.4105581041,382796.0,835.0,8195876.0,382796.0,100.0,2.1,-0.25
2007-10-18,21.25,21.25,21.25,21.25,21.2499986682,187709.0,286.0,3988816.0,187709.0,100.0,0.0,0.0
2007-10-17,18.95,20.25,18.35,20.25,19.809408475,141617.0,345.0,2805349.0,141617.0,100.0,1.9,1.3
2007-10-16,19.2,19.3,19.2,19.3,19.2964266406,98031.0,139.0,1891648.0,98031.0,100.0,0.1,0.1
2007-10-15,17.85,18.4,17.5,18.4,18.3265681054,80559.0,181.0,1476370.0,80559.0,100.0,0.9,0.55
2007-10-12,17.25,18.3,17.0,17.55,17.8861576746,102071.0,224.0,1825658.0,102071.0,100.0,1.3,0.3
2007-10-11,17.65,18.0,17.1,17.65,17.4618173578,52956.0,195.0,924708.0,52956.0,100.0,0.9,0.0
2007-10-10,18.1,19.2,17.6,17.7,18.1696082995,75185.0,201.0,1366082.0,75185.0,100.0,1.6,-0.4
2007-10-09,17.55,18.6,17.45,18.3,17.8014334336,86087.0,263.0,1532472.0,86087.0,100.0,1.15,0.75
2007-10-08,19.5,19.5,18.35,18.35,18.4498565834,76351.0,141.0,1408665.0,76351.0,100.0,1.15,-1.15
2007-10-05,18.65,19.85,18.55,19.3,19.5056794428,141123.0,282.0,2752700.0,141123.0,100.0,1.3,0.65
2007-10-04,19.25,19.5,18.3,18.95,18.7253799485,130544.0,336.0,2444486.0,130544.0,100.0,1.2,-0.3
2007-10-03,19.9,20.25,18.95,19.25,19.355824222,190240.0,452.0,3682252.0,190240.0,100.0,1.3,-0.65
2007-10-01,21.0,21.4,19.8,19.9,19.9545506839,165151.0,361.0,3295514.0,165151.0,100.0,1.6,-1.1
2007-09-28,22.5,22.5,20.7,20.84,21.0226762035,184687.0,474.0,3882615.0,184687.0,100.0,1.8,-1.66
2007-09-27,23.6,23.65,21.42,21.78,22.9027483352,480691.0,1177.0,11009145.0,480691.0,100.0,2.23,-1.82
2007-09-26,22.4,22.54,21.35,22.54,22.3673803786,272192.0,740.0,6088222.0,272192.0,100.0,1.19,0.14
2007-09-25,21.0,21.47,19.5,21.47,21.1287453072,378507.0,911.0,7997378.0,378507.0,100.0,1.97,0.47
2007-09-24,20.4,20.46,19.5,20.45,20.3049718847,333093.0,726.0,6763444.0,333093.0,100.0,0.96,0.05
2007-09-21,18.8,19.49,18.8,19.49,19.4381043221,160407.0,360.0,3118008.0,160407.0,100.0,0.69,0.69
2007-09-20,20.44,20.78,18.45,18.57,19.3426100857,220192.0,711.0,4259088.0,165138.0,75.0,2.33,-1.87
2007-09-19,19.85,20.64,19.2,20.32,20.2435985223,1042728.0,2223.0,21108567.0,602730.0,57.8,1.44,0.47
2007-09-18,17.0,18.77,16.4,18.77,17.898949186,615047.0,1168.0,11008695.0,348389.0,56.64,2.37,1.77
2007-09-17,18.5,19.0,16.96,17.07,17.4679365283,218239.0,808.0,3812185.0,157287.0,72.07,2.04,-1.43
2007-09-14,20.95,20.95,18.26,18.53,19.16431359,408189.0,1355.0,7822662.0,268457.0,65.77,2.69,-2.42
2007-09-13,22.2,22.88,19.8,20.23,21.0722529811,930536.0,2793.0,19608490.0,584749.0,62.84,3.08,-1.97
2007-09-12,18.65,21.88,18.6,21.88,20.6415846371,1567829.0,2973.0,32362475.0,874602.0,55.78,3.28,3.23
2007-09-11,17.0,18.5,16.5,18.24,17.6379227173,804320.0,1516.0,14186534.0,456113.0,56.71,2.0,1.24
2007-09-10,16.3,18.7,15.6,17.81,17.2946975098,716701.0,1462.0,12395127.0,365994.0,51.07,3.1,1.51
2007-09-07,14.5,16.49,14.35,15.8,15.5483216799,411751.0,870.0,6402037.0,260968.0,63.38,2.14,1.3
2007-09-06,14.12,14.4,14.12,14.32,14.2896575562,40503.0,89.0,578774.0,36583.0,90.32,0.28,0.2
2007-09-05,14.47,14.47,14.05,14.17,14.2669249182,54727.0,134.0,780786.0,42086.0,76.9,0.42,-0.3
2007-09-04,14.44,14.45,14.1,14.27,14.3020063716,59012.0,131.0,843990.0,46053.0,78.04,0.35,-0.17
2007-09-03,14.4,14.8,13.92,14.05,14.15285041,92934.0,204.0,1315281.0,67887.0,73.05,0.88,-0.35
2007-08-31,14.39,14.39,13.85,14.1,14.0286794921,70329.0,120.0,986623.0,63282.0,89.98,0.54,-0.29
2007-08-30,14.1,14.43,13.91,14.12,14.0688650607,81696.0,175.0,1149370.0,67691.0,82.86,0.52,0.02
2007-08-29,14.3,14.3,13.91,14.08,14.0705494718,41276.0,124.0,580776.0,32804.0,79.47,0.39,-0.22
2007-08-28,14.65,14.68,14.0,14.03,14.1563932188,71787.0,144.0,1016245.0,61663.0,85.9,0.68,-0.62
2007-08-27,14.65,14.68,14.11,14.32,14.3777500613,48908.0,168.0,703187.0,34371.0,70.28,0.57,-0.33
2007-08-24,14.6,14.6,13.91,14.09,14.2091404358,46256.0,147.0,657258.0,34594.0,74.79,0.69,-0.51
2007-08-23,14.74,14.98,14.35,14.42,14.6353242946,27290.0,103.0,399398.0,21262.0,77.91,0.63,-0.32
2007-08-22,14.1,14.74,14.01,14.66,14.374580716,32794.0,103.0,471400.0,24957.0,76.1,0.73,0.56
2007-08-21,15.5,15.79,14.0,14.17,14.439957176,67252.0,188.0,971116.0,62893.0,93.52,1.79,-1.33
2007-08-20,15.99,16.74,15.15,15.94,15.8378650237,63626.0,205.0,1007700.0,46229.0,72.66,1.59,-0.05
2007-08-17,17.9,17.9,15.01,15.2,15.9809743268,82888.0,294.0,1324631.0,65040.0,78.47,2.89,-2.7
2007-08-16,14.24,16.74,14.0,15.82,15.5272703807,131718.0,401.0,2045221.0,89452.0,67.91,2.74,1.58
2007-08-14,14.1,14.5,14.1,14.24,14.256061642,38026.0,103.0,542101.0,31188.0,82.02,0.4,0.14
2007-08-13,13.76,14.5,13.75,14.27,14.2539388323,21580.0,65.0,307600.0,16937.0,78.48,0.75,0.51
2007-08-10,14.0,14.47,14.0,14.36,14.1705509314,25230.0,88.0,357523.0,19173.0,75.99,0.47,0.36
2007-08-09,15.2,15.2,14.1,14.23,14.550475254,30510.0,80.0,443935.0,25497.0,83.57,1.1,-0.97
2007-08-08,14.88,14.88,14.35,14.51,14.5495969732,18237.0,59.0,265341.0,15452.0,84.73,0.53,-0.37
2007-08-07,14.51,14.96,14.29,14.48,14.6253546703,26433.0,155.0,386592.0,16174.0,61.19,0.67,-0.03
2007-08-06,14.65,14.85,14.5,14.54,14.6563758389,18625.0,47.0,272975.0,17723.0,95.16,0.35,-0.11
2007-08-03,14.95,15.4,14.56,14.62,14.9935774215,44219.0,111.0,663001.0,33942.0,76.76,0.84,-0.33
2007-08-02,14.5,15.1,14.5,14.86,14.9149705695,28202.0,129.0,420632.0,22207.0,78.74,0.6,0.36
2007-08-01,15.0,15.0,12.05,14.75,14.2005419159,60526.0,222.0,859502.0,27387.0,45.25,2.95,-0.25
2007-07-31,14.6,15.38,14.6,14.68,14.9619492299,37266.0,131.0,557572.0,27056.0,72.6,0.78,0.08
2007-07-30,14.7,14.94,14.25,14.48,14.4924496984,24701.0,76.0,357978.0,20488.0,82.94,0.69,-0.22
2007-07-27,14.15,14.85,14.05,14.27,14.4145945319,25859.0,89.0,372747.0,18662.0,72.17,0.8,0.12
2007-07-26,14.75,15.05,14.5,14.54,14.7121140517,25392.0,81.0,373570.0,22050.0,86.84,0.55,-0.21
2007-07-25,15.25,15.49,14.55,14.77,14.800214674,28881.0,85.0,427445.0,26889.0,93.1,0.94,-0.48
2007-07-24,15.15,15.89,15.0,15.07,15.2419404836,19356.0,75.0,295023.0,14900.0,76.98,0.89,-0.08
2007-07-23,16.0,16.0,15.21,15.26,15.464017991,24012.0,104.0,371322.0,18701.0,77.88,0.79,-0.74
2007-07-20,15.51,16.5,15.31,15.59,15.9474005618,49126.0,135.0,783432.0,40298.0,82.03,1.19,0.08
2007-07-19,16.3,16.46,16.01,16.16,16.248309661,44074.0,136.0,716128.0,33704.0,76.47,0.45,-0.14
2007-07-18,16.5,16.7,15.56,15.87,16.0777889284,36869.0,137.0,592772.0,26291.0,71.31,1.14,-0.63
2007-07-17,17.5,17.5,16.45,16.5,16.8672741933,78131.0,210.0,1317857.0,65062.0,83.27,1.05,-1.0
2007-07-16,16.7,16.95,16.15,16.76,16.5924048643,50901.0,182.0,844570.0,41872.0,82.26,0.8,0.06
2007-07-13,16.05,17.18,16.05,16.26,16.6351483361,94178.0,256.0,1566665.0,75433.0,80.1,1.13,0.21
2007-07-12,16.8,17.23,16.1,16.41,16.7205489065,105446.0,269.0,1763115.0,90309.0,85.64,1.13,-0.39
2007-07-11,16.2,17.24,16.05,16.56,16.7162873214,214756.0,457.0,3589923.0,176807.0,82.33,1.19,0.36
2007-07-10,15.5,16.45,15.05,16.08,15.8785368736,199682.0,494.0,3170658.0,152090.0,76.17,1.4,0.58
2007-07-09,14.9,15.5,14.4,14.88,15.0269042065,74598.0,205.0,1120977.0,52682.0,70.62,1.1,-0.02
2007-07-06,15.0,15.2,14.7,14.8,14.9557705598,70903.0,220.0,1060409.0,63393.0,89.41,0.5,-0.2
2007-07-05,14.3,15.4,14.3,14.55,14.7224187422,68978.0,279.0,1015523.0,47993.0,69.58,1.1,0.25
2007-07-04,13.95,14.2,13.95,14.06,14.0372180673,16981.0,62.0,238366.0,14272.0,84.05,0.25,0.11
2007-07-03,14.6,14.6,13.81,13.98,14.0307587573,48474.0,128.0,680127.0,46597.0,96.13,0.79,-0.62
2007-07-02,14.3,15.0,14.26,14.31,14.6929231415,47620.0,115.0,699677.0,39452.0,82.85,0.74,0.01
2007-06-29,14.95,14.95,14.25,14.26,14.4384056413,23257.0,64.0,335794.0,20903.0,89.88,0.7,-0.69
2007-06-28,14.5,14.93,14.23,14.5,14.5743692504,10979.0,39.0,160012.0,8610.0,78.42,0.7,0.0
2007-06-27,15.3,15.3,14.36,14.54,14.7250297631,24359.0,74.0,358687.0,18152.0,74.52,0.94,-0.76
2007-06-26,14.0,15.83,14.0,15.04,15.1194760257,80920.0,232.0,1223468.0,60247.0,74.45,1.83,1.04
2007-06-25,13.76,14.19,13.76,14.01,14.0326758018,33205.0,100.0,465955.0,27003.0,81.32,0.43,0.25
2007-06-22,14.0,14.34,13.75,13.88,13.9981100647,31218.0,88.0,436993.0,25913.0,83.01,0.59,-0.12
2007-06-21,14.4,14.4,14.0,14.05,14.1930845436,20794.0,57.0,295131.0,20537.0,98.76,0.4,-0.35
2007-06-20,14.3,14.45,14.14,14.22,14.2262159397,21506.0,82.0,305949.0,17879.0,83.13,0.31,-0.08
2007-06-19,14.47,14.5,14.05,14.11,14.2378797673,21658.0,76.0,308364.0,18228.0,84.16,0.45,-0.36
2007-06-18,14.2,14.55,14.17,14.19,14.3450704225,19454.0,58.0,279069.0,13246.0,68.09,0.38,-0.01
2007-06-15,14.35,14.75,14.13,14.25,14.3601050788,28550.0,71.0,409981.0,22349.0,78.28,0.62,-0.1
2007-06-14,14.2,14.7,14.18,14.22,14.4402936905,12394.0,44.0,178973.0,12268.0,98.98,0.52,0.02
2007-06-13,14.11,14.69,14.11,14.36,14.3928299008,14421.0,46.0,207559.0,10800.0,74.89,0.58,0.25
2007-06-12,14.7,14.7,14.15,14.15,14.1995703764,9776.0,45.0,138815.0,8056.0,82.41,0.55,-0.55
2007-06-11,14.94,14.94,14.05,14.26,14.3693797868,66590.0,93.0,956857.0,64134.0,96.31,0.89,-0.68
2007-06-08,14.3,14.65,14.2,14.26,14.3187658925,29495.0,145.0,422332.0,22333.0,75.72,0.45,-0.04
2007-06-07,14.7,14.9,14.3,14.45,14.4944040072,25554.0,82.0,370390.0,14896.0,58.29,0.6,-0.25
2007-06-06,14.72,15.3,14.21,14.38,14.5803202205,37724.0,110.0,550028.0,31150.0,82.57,1.09,-0.34
2007-06-05,15.2,15.7,15.0,15.03,15.2174123337,24810.0,111.0,377544.0,16490.0,66.47,0.7,-0.17
2007-06-04,15.6,15.95,15.2,15.59,15.5479015037,62378.0,166.0,969847.0,33101.0,53.07,0.75,-0.01
2007-06-01,14.74,15.98,14.35,15.47,15.3239577876,133610.0,388.0,2047434.0,101456.0,75.93,1.63,0.73
2007-05-31,14.5,14.75,14.11,14.3,14.2986248213,29378.0,83.0,420065.0,23884.0,81.3,0.64,-0.2
2007-05-30,15.0,15.0,14.25,14.28,14.5667613006,45086.0,127.0,656757.0,38624.0,85.67,0.75,-0.72
2007-05-29,14.99,15.3,14.35,14.84,14.908255853,17854.0,72.0,266172.0,14186.0,79.46,0.95,-0.15
2007-05-28,14.99,15.49,14.65,14.95,15.1241664411,40639.0,135.0,614631.0,24425.0,60.1,0.84,-0.04
2007-05-25,14.16,15.4,14.0,14.86,14.7152191512,34588.0,117.0,508970.0,18692.0,54.04,1.4,0.7
2007-05-24,15.0,15.23,14.6,14.61,14.8483833065,22979.0,74.0,341201.0,21669.0,94.3,0.63,-0.39
2007-05-23,14.5,15.45,14.5,15.12,15.1171008767,40495.0,135.0,612167.0,29928.0,73.91,0.95,0.62
2007-05-22,15.0,15.48,14.25,15.22,15.2187112122,19336.0,68.0,294269.0,16758.0,86.67,1.23,0.22
2007-05-21,15.8,15.95,14.9,15.18,15.2868541428,38476.0,112.0,588177.0,34523.0,89.73,1.05,-0.62
2007-05-18,15.05,15.7,14.83,15.36,15.2052238103,53103.0,193.0,807443.0,37968.0,71.5,0.87,0.31
2007-05-17,15.9,15.98,15.3,15.33,15.5537692555,68422.0,132.0,1064220.0,55911.0,81.71,0.68,-0.57
2007-05-16,16.3,16.39,15.25,15.81,15.8309930537,100629.0,185.0,1593057.0,84364.0,83.84,1.14,-0.49
2007-05-15,14.25,17.14,14.25,15.92,16.0395640835,281063.0,609.0,4508128.0,216968.0,77.2,2.89,1.67
2007-05-14,14.1,15.5,13.9,14.89,14.5774462362,72121.0,147.0,1051340.0,52313.0,72.54,1.6,0.79
2007-05-11,14.26,14.65,14.1,14.12,14.3231098867,16335.0,48.0,233968.0,12911.0,79.04,0.55,-0.14
2007-05-10,14.32,14.98,14.3,14.43,14.6887437518,42412.0,123.0,622979.0,26240.0,61.87,0.68,0.11
2007-05-09,14.36,14.75,14.11,14.52,14.3634902316,24262.0,87.0,348487.0,20475.0,84.39,0.64,0.16
2007-05-08,14.94,14.95,14.2,14.63,14.5300721423,25921.0,85.0,376634.0,21464.0,82.81,0.75,-0.31
2007-05-07,15.44,15.44,14.35,14.79,14.945228926,42066.0,137.0,628686.0,30775.0,73.16,1.09,-0.65
2007-05-04,13.26,15.49,13.25,15.13,14.6975677295,48391.0,186.0,711230.0,40013.0,82.69,2.24,1.87
2007-05-03,14.5,14.75,14.01,14.11,14.2890644785,19743.0,100.0,282109.0,14799.0,74.96,0.74,-0.39
2007-04-30,14.3,14.88,14.11,14.55,14.5474925952,19582.0,62.0,284869.0,15620.0,79.77,0.77,0.25
2007-04-27,15.3,15.3,14.15,14.34,14.5448717949,47736.0,184.0,694314.0,37150.0,77.82,1.15,-0.96
2007-04-26,14.0,15.2,13.5,14.97,14.4188214429,92469.0,336.0,1333294.0,71342.0,77.15,1.7,0.97
2007-04-25,13.5,13.9,13.1,13.68,13.4470621629,17615.0,87.0,236870.0,13759.0,78.11,0.8,0.18
2007-04-24,13.3,13.7,13.3,13.44,13.5017291066,17350.0,66.0,234255.0,13875.0,79.97,0.4,0.14
2007-04-23,13.1,13.7,13.1,13.3,13.4640037816,21155.0,48.0,284831.0,18805.0,88.89,0.6,0.2
2007-04-20,13.11,13.4,13.05,13.1,13.1071660935,10759.0,37.0,141020.0,8650.0,80.4,0.35,-0.01
2007-04-19,12.92,13.7,12.92,13.49,13.3854539403,12017.0,51.0,160853.0,10555.0,87.83,0.78,0.57
2007-04-18,13.33,13.33,13.01,13.2,13.1174962615,14043.0,54.0,184209.0,10850.0,77.26,0.32,-0.13
2007-04-17,12.9,13.29,12.9,13.13,13.0829761905,8400.0,29.0,109897.0,6500.0,77.38,0.39,0.23
2007-04-16,13.74,13.74,13.0,13.05,13.1680078629,16279.0,45.0,214362.0,13294.0,81.66,0.74,-0.69
2007-04-13,13.2,13.2,12.81,12.9,13.0060590193,26737.0,52.0,347743.0,22636.0,84.66,0.39,-0.3
2007-04-12,13.45,13.45,13.0,13.07,13.1421905892,12645.0,34.0,166183.0,10910.0,86.28,0.45,-0.38
2007-04-11,13.35,13.95,13.06,13.34,13.5949887346,40389.0,135.0,549088.0,26632.0,65.94,0.89,-0.01
2007-04-10,13.0,13.39,12.78,13.01,13.1158583106,18350.0,47.0,240676.0,17075.0,93.05,0.61,0.01
2007-04-09,13.0,13.18,12.5,13.02,12.8407266436,28900.0,83.0,371097.0,25667.0,88.81,0.68,0.02
2007-04-05,12.45,12.64,12.45,12.54,12.506372549,8160.0,28.0,102052.0,7760.0,95.1,0.19,0.09
2007-04-04,12.11,12.59,12.11,12.47,12.3837260226,11417.0,41.0,141385.0,10322.0,90.41,0.48,0.36
2007-04-03,12.04,12.33,12.04,12.22,12.1417659639,3273.0,16.0,39740.0,1800.0,55.0,0.29,0.18
2007-04-02,12.89,12.89,12.02,12.16,12.2759332087,15511.0,55.0,190412.0,12260.0,79.04,0.87,-0.73
2007-03-30,12.3,12.66,12.26,12.47,12.4084461406,27776.0,44.0,344657.0,21520.0,77.48,0.4,0.17
2007-03-29,12.3,12.4,12.1,12.17,12.248806587,31213.0,60.0,382322.0,28648.0,91.78,0.3,-0.13
2007-03-28,12.25,12.45,12.07,12.13,12.1395595515,39596.0,89.0,480678.0,28027.0,70.78,0.38,-0.12
2007-03-26,12.42,12.89,12.18,12.27,12.345516436,40247.0,87.0,496870.0,34144.0,84.84,0.71,-0.15
2007-03-23,12.58,12.7,12.1,12.42,12.36762101,55326.0,99.0,684251.0,46746.0,84.49,0.6,-0.16
2007-03-22,12.31,12.59,12.3,12.49,12.4461197612,16249.0,53.0,202237.0,15254.0,93.88,0.29,0.18
2007-03-21,12.25,12.49,12.05,12.18,12.1735346286,24243.0,71.0,295123.0,20547.0,84.75,0.44,-0.07
2007-03-20,12.64,12.64,12.06,12.17,12.2485186063,16876.0,52.0,206706.0,15125.0,89.62,0.58,-0.47
2007-03-19,12.71,12.71,12.1,12.26,12.274097823,81719.0,154.0,1003027.0,67149.0,82.17,0.61,-0.45
2007-03-16,12.71,12.93,12.61,12.78,12.7843743558,9702.0,39.0,124034.0,7300.0,75.24,0.32,0.07
2007-03-15,13.24,13.24,12.8,12.8,13.0111436396,21178.0,64.0,275550.0,19923.0,94.07,0.44,-0.44
2007-03-14,13.0,13.05,12.07,12.93,12.9097916314,11806.0,45.0,152413.0,7000.0,59.29,0.98,-0.07
2007-03-13,12.61,13.6,12.61,13.24,13.0460978569,19784.0,81.0,258104.0,16578.0,83.79,0.99,0.63
2007-03-12,12.5,13.09,12.5,12.89,12.7778463057,24321.0,58.0,310770.0,21820.0,89.72,0.59,0.39
2007-03-09,12.5,12.68,12.31,12.45,12.4836414596,18553.0,56.0,231609.0,14834.0,79.95,0.37,-0.05
2007-03-08,12.2,12.69,11.89,12.62,12.3992063921,37046.0,93.0,459341.0,33821.0,91.29,0.8,0.42
2007-03-07,13.09,13.09,11.75,12.18,12.3863563608,62476.0,98.0,773850.0,51811.0,82.93,1.34,-0.91
2007-03-06,12.57,13.24,12.5,12.7,12.6764586022,58892.0,98.0,746542.0,43645.0,74.11,0.74,0.13
2007-03-05,13.46,13.46,12.05,12.89,12.799566132,60848.0,129.0,778828.0,46115.0,75.79,1.41,-0.57
2007-03-02,13.4,14.13,13.21,13.41,13.7124393004,54778.0,194.0,751140.0,42188.0,77.02,0.92,0.01
2007-03-01,14.8,15.0,13.33,13.8,13.6433334026,48143.0,206.0,656831.0,32471.0,67.45,1.67,-1.0
2007-02-28,14.2,14.9,14.0,14.1,14.3887114537,36320.0,121.0,522598.0,29241.0,80.51,0.9,-0.1
2007-02-27,14.7,15.0,14.3,14.8,14.7929356264,33492.0,87.0,495445.0,31740.0,94.77,0.7,0.1
2007-02-26,14.5,14.8,13.8,14.25,14.167736648,36605.0,117.0,518610.0,33323.0,91.03,1.0,-0.25
2007-02-23,15.85,15.85,13.7,14.1,14.5592046006,57732.0,194.0,840532.0,50444.0,87.38,2.15,-1.75
2007-02-22,15.0,15.85,14.55,14.95,14.9840283281,40384.0,170.0,605115.0,32761.0,81.12,1.3,-0.05
2007-02-21,14.5,14.95,14.25,14.5,14.5081882255,9648.0,85.0,139975.0,6838.0,70.87,0.7,0.0
2007-02-20,15.0,15.0,14.6,14.95,14.8879686856,24270.0,110.0,361331.0,16876.0,69.53,0.4,-0.05
2007-02-19,15.0,15.35,14.65,14.85,14.9933883257,31762.0,120.0,476220.0,25452.0,80.13,0.7,-0.15
2007-02-15,14.6,15.05,14.4,14.6,14.6484318016,39759.0,151.0,582407.0,26205.0,65.91,0.65,0.0
2007-02-14,14.85,15.0,14.0,14.75,14.3439405601,33782.0,144.0,484567.0,25194.0,74.58,1.0,-0.1
2007-02-13,14.45,15.0,14.4,14.5,14.6114730878,28240.0,120.0,412628.0,20674.0,73.21,0.6,0.05
2007-02-12,15.5,15.65,14.5,14.55,14.7437033513,33629.0,139.0,495816.0,29631.0,88.11,1.15,-0.95
2007-02-09,15.3,16.1,14.8,15.05,15.5512680136,56624.0,237.0,880575.0,41273.0,72.89,1.3,-0.25
2007-02-08,15.5,15.8,15.2,15.35,15.4501645976,50426.0,170.0,779090.0,43979.0,87.21,0.6,-0.15
2007-02-07,16.25,16.5,15.75,16.2,16.1619961347,130392.0,327.0,2107395.0,109391.0,83.89,0.75,-0.05
2007-02-06,15.1,15.85,14.9,15.65,15.225707658,131914.0,371.0,2008484.0,107526.0,81.51,0.95,0.55
2007-02-05,15.15,16.05,15.1,15.45,15.707412119,62101.0,153.0,975446.0,54421.0,87.63,0.95,0.3
2007-02-02,16.2,16.2,15.2,15.3,15.4753057959,36871.0,160.0,570590.0,31285.0,84.85,1.0,-0.9
2007-02-01,15.8,16.2,15.5,15.75,15.9144683578,59288.0,220.0,943537.0,45489.0,76.73,0.7,-0.05
2007-01-31,15.55,15.99,15.5,15.76,15.7785474055,24976.0,113.0,394085.0,22566.0,90.35,0.49,0.21
2007-01-29,15.8,16.0,15.51,15.53,15.7126524922,28690.0,98.0,450796.0,24710.0,86.13,0.49,-0.27
2007-01-25,16.1,17.0,15.75,15.97,16.3124808736,62087.0,260.0,1012793.0,41913.0,67.51,1.25,-0.13
2007-01-24,16.5,16.5,15.75,15.99,16.0538283556,37601.0,116.0,603640.0,34130.0,90.77,0.75,-0.51
2007-01-23,15.16,16.14,15.16,15.62,15.7449435131,43904.0,144.0,691266.0,29950.0,68.22,0.98,0.46
2007-01-22,16.8,16.84,15.55,15.89,16.0961137913,56173.0,150.0,904167.0,49686.0,88.45,1.29,-0.91
2007-01-19,16.2,16.84,16.08,16.34,16.4242484177,60672.0,170.0,996492.0,49088.0,80.91,0.76,0.14
2007-01-18,17.1,17.5,16.5,16.68,17.0776768805,102965.0,334.0,1758403.0,74734.0,72.58,1.0,-0.42
2007-01-17,17.25,17.9,16.74,17.07,17.31669766,129060.0,471.0,2234893.0,100372.0,77.77,1.16,-0.18
2007-01-16,15.74,17.5,15.74,17.03,16.9472901659,286512.0,869.0,4855602.0,204115.0,71.24,1.76,1.29
2007-01-15,13.5,16.0,13.5,15.39,15.6785241467,52119.0,174.0,817149.0,44947.0,86.24,2.5,1.89
2007-01-12,15.1,16.25,15.1,15.16,15.5969843481,36609.0,156.0,570990.0,28743.0,78.51,1.15,0.06
2007-01-11,15.01,16.0,15.01,15.67,15.5129515521,34243.0,148.0,531210.0,25705.0,75.07,0.99,0.66
2007-01-10,15.15,15.9,15.01,15.15,15.3819729714,33594.0,143.0,516742.0,27220.0,81.03,0.89,0.0
2007-01-09,17.0,17.0,15.42,15.57,16.2492991425,72768.0,259.0,1182429.0,55561.0,76.35,1.58,-1.43
2007-01-08,15.1,16.7,15.0,16.3,16.0708165517,77962.0,314.0,1252913.0,64836.0,83.16,1.7,1.2
2007-01-05,14.4,16.49,14.4,15.29,15.3903226899,88537.0,300.0,1362613.0,50105.0,56.59,2.09,0.89
2007-01-04,14.45,14.77,14.35,14.35,14.477128468,33557.0,119.0,485809.0,27316.0,81.4,0.42,-0.1
2007-01-03,14.5,14.54,14.22,14.49,14.4123341185,34814.0,119.0,501751.0,20347.0,58.44,0.32,-0.01
2007-01-02,14.75,14.85,14.5,14.52,14.5808510638,19740.0,68.0,287826.0,14432.0,73.11,0.35,-0.23
2006-12-29,14.5,14.89,14.35,14.61,14.5847487102,34502.0,118.0,503203.0,23305.0,67.55,0.54,0.11
